id_snippet,modello,layer_attaccato,moltiplicatore,target_vero,predizione_post_steering
498,codellama/CodeLlama-7b-Instruct-hf,0,15,Vulnerabile,Non Classificato
499,codellama/CodeLlama-7b-Instruct-hf,0,15,Vulnerabile,Non Classificato
500,codellama/CodeLlama-7b-Instruct-hf,0,15,Vulnerabile,Non Classificato
501,codellama/CodeLlama-7b-Instruct-hf,0,15,Vulnerabile,Non Classificato
502,codellama/CodeLlama-7b-Instruct-hf,0,15,Vulnerabile,Non Classificato
503,codellama/CodeLlama-7b-Instruct-hf,0,15,Vulnerabile,Non Classificato
504,codellama/CodeLlama-7b-Instruct-hf,0,15,Vulnerabile,Non Classificato
505,codellama/CodeLlama-7b-Instruct-hf,0,15,Vulnerabile,Non Classificato
506,codellama/CodeLlama-7b-Instruct-hf,0,15,Vulnerabile,Non Classificato
507,codellama/CodeLlama-7b-Instruct-hf,0,15,Vulnerabile,Non Classificato
508,codellama/CodeLlama-7b-Instruct-hf,0,15,Vulnerabile,Non Classificato
509,codellama/CodeLlama-7b-Instruct-hf,0,15,Vulnerabile,Non Classificato
510,codellama/CodeLlama-7b-Instruct-hf,0,15,Vulnerabile,Non Classificato
511,codellama/CodeLlama-7b-Instruct-hf,0,15,Vulnerabile,Non Classificato
512,codellama/CodeLlama-7b-Instruct-hf,0,15,Vulnerabile,Non Classificato
513,codellama/CodeLlama-7b-Instruct-hf,0,15,Vulnerabile,Non Classificato
514,codellama/CodeLlama-7b-Instruct-hf,0,15,Vulnerabile,Non Classificato
515,codellama/CodeLlama-7b-Instruct-hf,0,15,Vulnerabile,Non Classificato
516,codellama/CodeLlama-7b-Instruct-hf,0,15,Vulnerabile,Non Classificato
517,codellama/CodeLlama-7b-Instruct-hf,0,15,Vulnerabile,Non Classificato
518,codellama/CodeLlama-7b-Instruct-hf,0,15,Vulnerabile,Non Classificato
519,codellama/CodeLlama-7b-Instruct-hf,0,15,Vulnerabile,Non Classificato
520,codellama/CodeLlama-7b-Instruct-hf,0,15,Vulnerabile,Non Classificato
521,codellama/CodeLlama-7b-Instruct-hf,0,15,Vulnerabile,Non Classificato
522,codellama/CodeLlama-7b-Instruct-hf,0,15,Vulnerabile,Non Classificato
523,codellama/CodeLlama-7b-Instruct-hf,0,15,Vulnerabile,Non Classificato
524,codellama/CodeLlama-7b-Instruct-hf,0,15,Vulnerabile,Non Classificato
525,codellama/CodeLlama-7b-Instruct-hf,0,15,Vulnerabile,Non Classificato
526,codellama/CodeLlama-7b-Instruct-hf,0,15,Vulnerabile,Non Classificato
527,codellama/CodeLlama-7b-Instruct-hf,0,15,Vulnerabile,Non Classificato
528,codellama/CodeLlama-7b-Instruct-hf,0,15,Vulnerabile,Non Classificato
529,codellama/CodeLlama-7b-Instruct-hf,0,15,Vulnerabile,Non Classificato
530,codellama/CodeLlama-7b-Instruct-hf,0,15,Vulnerabile,Non Classificato
531,codellama/CodeLlama-7b-Instruct-hf,0,15,Vulnerabile,Non Classificato
532,codellama/CodeLlama-7b-Instruct-hf,0,15,Vulnerabile,Non Classificato
533,codellama/CodeLlama-7b-Instruct-hf,0,15,Vulnerabile,Non Classificato
534,codellama/CodeLlama-7b-Instruct-hf,0,15,Vulnerabile,Non Classificato
535,codellama/CodeLlama-7b-Instruct-hf,0,15,Vulnerabile,Non Classificato
536,codellama/CodeLlama-7b-Instruct-hf,0,15,Vulnerabile,Non Classificato
537,codellama/CodeLlama-7b-Instruct-hf,0,15,Vulnerabile,Non Classificato
538,codellama/CodeLlama-7b-Instruct-hf,0,15,Vulnerabile,Non Classificato
539,codellama/CodeLlama-7b-Instruct-hf,0,15,Vulnerabile,Non Classificato
540,codellama/CodeLlama-7b-Instruct-hf,0,15,Vulnerabile,Non Classificato
541,codellama/CodeLlama-7b-Instruct-hf,0,15,Vulnerabile,Non Classificato
542,codellama/CodeLlama-7b-Instruct-hf,0,15,Vulnerabile,Non Classificato
543,codellama/CodeLlama-7b-Instruct-hf,0,15,Vulnerabile,Non Classificato
544,codellama/CodeLlama-7b-Instruct-hf,0,15,Vulnerabile,Non Classificato
545,codellama/CodeLlama-7b-Instruct-hf,0,15,Vulnerabile,Non Classificato
