id_snippet,modello,layer_attaccato,moltiplicatore,target_vero,predizione_post_steering
498,codellama/CodeLlama-7b-Instruct-hf,7,15,Vulnerabile,Vulnerabile
499,codellama/CodeLlama-7b-Instruct-hf,7,15,Vulnerabile,Vulnerabile
500,codellama/CodeLlama-7b-Instruct-hf,7,15,Vulnerabile,Vulnerabile
501,codellama/CodeLlama-7b-Instruct-hf,7,15,Vulnerabile,Vulnerabile
502,codellama/CodeLlama-7b-Instruct-hf,7,15,Vulnerabile,Vulnerabile
503,codellama/CodeLlama-7b-Instruct-hf,7,15,Vulnerabile,Sicuro
504,codellama/CodeLlama-7b-Instruct-hf,7,15,Vulnerabile,Vulnerabile
505,codellama/CodeLlama-7b-Instruct-hf,7,15,Vulnerabile,Vulnerabile
506,codellama/CodeLlama-7b-Instruct-hf,7,15,Vulnerabile,Vulnerabile
507,codellama/CodeLlama-7b-Instruct-hf,7,15,Vulnerabile,Vulnerabile
508,codellama/CodeLlama-7b-Instruct-hf,7,15,Vulnerabile,Vulnerabile
509,codellama/CodeLlama-7b-Instruct-hf,7,15,Vulnerabile,Vulnerabile
510,codellama/CodeLlama-7b-Instruct-hf,7,15,Vulnerabile,Vulnerabile
511,codellama/CodeLlama-7b-Instruct-hf,7,15,Vulnerabile,Vulnerabile
512,codellama/CodeLlama-7b-Instruct-hf,7,15,Vulnerabile,Vulnerabile
513,codellama/CodeLlama-7b-Instruct-hf,7,15,Vulnerabile,Vulnerabile
514,codellama/CodeLlama-7b-Instruct-hf,7,15,Vulnerabile,Vulnerabile
515,codellama/CodeLlama-7b-Instruct-hf,7,15,Vulnerabile,Vulnerabile
516,codellama/CodeLlama-7b-Instruct-hf,7,15,Vulnerabile,Vulnerabile
517,codellama/CodeLlama-7b-Instruct-hf,7,15,Vulnerabile,Vulnerabile
518,codellama/CodeLlama-7b-Instruct-hf,7,15,Vulnerabile,Sicuro
519,codellama/CodeLlama-7b-Instruct-hf,7,15,Vulnerabile,Vulnerabile
520,codellama/CodeLlama-7b-Instruct-hf,7,15,Vulnerabile,Vulnerabile
521,codellama/CodeLlama-7b-Instruct-hf,7,15,Vulnerabile,Vulnerabile
522,codellama/CodeLlama-7b-Instruct-hf,7,15,Vulnerabile,Vulnerabile
523,codellama/CodeLlama-7b-Instruct-hf,7,15,Vulnerabile,Vulnerabile
524,codellama/CodeLlama-7b-Instruct-hf,7,15,Vulnerabile,Vulnerabile
525,codellama/CodeLlama-7b-Instruct-hf,7,15,Vulnerabile,Vulnerabile
526,codellama/CodeLlama-7b-Instruct-hf,7,15,Vulnerabile,Vulnerabile
527,codellama/CodeLlama-7b-Instruct-hf,7,15,Vulnerabile,Vulnerabile
528,codellama/CodeLlama-7b-Instruct-hf,7,15,Vulnerabile,Vulnerabile
529,codellama/CodeLlama-7b-Instruct-hf,7,15,Vulnerabile,Vulnerabile
530,codellama/CodeLlama-7b-Instruct-hf,7,15,Vulnerabile,Vulnerabile
531,codellama/CodeLlama-7b-Instruct-hf,7,15,Vulnerabile,Vulnerabile
532,codellama/CodeLlama-7b-Instruct-hf,7,15,Vulnerabile,Vulnerabile
533,codellama/CodeLlama-7b-Instruct-hf,7,15,Vulnerabile,Vulnerabile
534,codellama/CodeLlama-7b-Instruct-hf,7,15,Vulnerabile,Vulnerabile
535,codellama/CodeLlama-7b-Instruct-hf,7,15,Vulnerabile,Vulnerabile
536,codellama/CodeLlama-7b-Instruct-hf,7,15,Vulnerabile,Vulnerabile
537,codellama/CodeLlama-7b-Instruct-hf,7,15,Vulnerabile,Vulnerabile
538,codellama/CodeLlama-7b-Instruct-hf,7,15,Vulnerabile,Vulnerabile
539,codellama/CodeLlama-7b-Instruct-hf,7,15,Vulnerabile,Vulnerabile
540,codellama/CodeLlama-7b-Instruct-hf,7,15,Vulnerabile,Vulnerabile
541,codellama/CodeLlama-7b-Instruct-hf,7,15,Vulnerabile,Vulnerabile
542,codellama/CodeLlama-7b-Instruct-hf,7,15,Vulnerabile,Vulnerabile
543,codellama/CodeLlama-7b-Instruct-hf,7,15,Vulnerabile,Vulnerabile
544,codellama/CodeLlama-7b-Instruct-hf,7,15,Vulnerabile,Vulnerabile
545,codellama/CodeLlama-7b-Instruct-hf,7,15,Vulnerabile,Vulnerabile
546,codellama/CodeLlama-7b-Instruct-hf,7,15,Vulnerabile,Vulnerabile
547,codellama/CodeLlama-7b-Instruct-hf,7,15,Vulnerabile,Vulnerabile
548,codellama/CodeLlama-7b-Instruct-hf,7,15,Vulnerabile,Vulnerabile
549,codellama/CodeLlama-7b-Instruct-hf,7,15,Vulnerabile,Vulnerabile
550,codellama/CodeLlama-7b-Instruct-hf,7,15,Vulnerabile,Vulnerabile
551,codellama/CodeLlama-7b-Instruct-hf,7,15,Vulnerabile,Vulnerabile
552,codellama/CodeLlama-7b-Instruct-hf,7,15,Vulnerabile,Vulnerabile
553,codellama/CodeLlama-7b-Instruct-hf,7,15,Vulnerabile,Sicuro
554,codellama/CodeLlama-7b-Instruct-hf,7,15,Vulnerabile,Vulnerabile
555,codellama/CodeLlama-7b-Instruct-hf,7,15,Vulnerabile,Vulnerabile
556,codellama/CodeLlama-7b-Instruct-hf,7,15,Vulnerabile,Vulnerabile
557,codellama/CodeLlama-7b-Instruct-hf,7,15,Vulnerabile,Vulnerabile
558,codellama/CodeLlama-7b-Instruct-hf,7,15,Vulnerabile,Vulnerabile
559,codellama/CodeLlama-7b-Instruct-hf,7,15,Vulnerabile,Vulnerabile
560,codellama/CodeLlama-7b-Instruct-hf,7,15,Vulnerabile,Vulnerabile
561,codellama/CodeLlama-7b-Instruct-hf,7,15,Vulnerabile,Vulnerabile
562,codellama/CodeLlama-7b-Instruct-hf,7,15,Vulnerabile,Vulnerabile
563,codellama/CodeLlama-7b-Instruct-hf,7,15,Vulnerabile,Vulnerabile
564,codellama/CodeLlama-7b-Instruct-hf,7,15,Vulnerabile,Vulnerabile
