id_snippet,modello,layer_attaccato,moltiplicatore,target_vero,predizione_post_steering
498,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Sicuro
499,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Sicuro
500,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Sicuro
501,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Sicuro
502,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Sicuro
503,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Sicuro
504,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Sicuro
505,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Sicuro
506,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Sicuro
507,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile
508,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Sicuro
509,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Sicuro
510,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Sicuro
511,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Sicuro
512,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Sicuro
513,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Sicuro
514,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Sicuro
515,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Sicuro
516,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Sicuro
517,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile
518,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Sicuro
519,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Sicuro
520,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Sicuro
521,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Sicuro
522,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Sicuro
523,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Sicuro
524,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Sicuro
525,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Sicuro
526,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Sicuro
527,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Sicuro
528,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Sicuro
529,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Sicuro
530,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Sicuro
531,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Sicuro
532,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Sicuro
533,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Sicuro
534,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Sicuro
535,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Sicuro
536,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Sicuro
537,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Sicuro
538,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Sicuro
